iter	RMSE
186	0.05944904302
187	0.05942260398
188	0.05913481844
189	0.05907356235
190	0.05893182666
191	0.05872662043
192	0.05846855167
193	0.05836390298
194	0.05812834884
195	0.05788813688
196	0.05766129275
197	0.05728350966
198	0.05692079924
199	0.05673261219
200	0.05657430606
201	0.05643991523
202	0.05641579008
203	0.05627537069
204	0.05613540724
205	0.05588384937
206	0.05554101065
207	0.05543163043
208	0.05518086971
209	0.05507239219
210	0.05485383259
211	0.0546700629
212	0.05437670211
213	0.05433971793
214	0.05406385677
215	0.05403940845
216	0.05378453905
217	0.05363931578
218	0.05336773719
219	0.05316994987
220	0.05294186264
221	0.05292052568
222	0.05253621238
223	0.05235034581
224	0.05219542263
225	0.05217640354
226	0.05202373771
227	0.05195741734
228	0.05184571472
229	0.05170913252
230	0.05156610748
231	0.05154346265
232	0.05129843135
233	0.05128077099
234	0.051099817
235	0.05085797631
236	0.05084554511
237	0.05068680153
238	0.05050677568
239	0.05048919789
240	0.05047085321
241	0.05044925211
242	0.05030991693
243	0.05014227295
244	0.04988786012
245	0.04973338601
246	0.04964336232
247	0.04950596833
248	0.04929434848
249	0.04911525586
250	0.04892015362
251	0.04873125028
252	0.04846659068
253	0.04834063508
254	0.048161474
255	0.04797258115
256	0.0478546825
257	0.04773517573
258	0.047571424
259	0.0474554257
260	0.04735653274
261	0.04723182727
262	0.04714511708
263	0.04700186175
264	0.04682979247
265	0.0467936364
266	0.04660346148
267	0.0464259865
268	0.04623776424
269	0.04608807892
270	0.04587720032
271	0.04564397838
272	0.04547310765
273	0.04528807573
274	0.04505480627
275	0.04486888665
276	0.04476951319
277	0.04460805262
278	0.04444941499
279	0.04431745314
280	0.04416283387
281	0.04406916407
282	0.04394497176
283	0.04381308138
284	0.04363965583
285	0.04351638988
286	0.04334789537
287	0.04325639255
288	0.04311912815
289	0.04296118118
290	0.04294679748
291	0.0428249661
292	0.04270606555
293	0.04257474851
294	0.04241080661
295	0.04230953851
296	0.04220417484
297	0.04195301989
298	0.0419360687
299	0.04173399547
300	0.0416128954
301	0.04145585733
302	0.04125855436
303	0.04113628341
304	0.04112746662
305	0.04111630798
306	0.04094047486
307	0.04082962811
308	0.04073800985
309	0.04059694714
310	0.04048191605
311	0.0402620873
312	0.04015167596
313	0.04006449638
314	0.03993073037
315	0.0399113619
316	0.03980435516
317	0.03968871364
318	0.03952695799
319	0.03944108942
320	0.03936988918
321	0.03915291485
322	0.03900092551
323	0.03884567581
324	0.03876669304
325	0.03868445609
326	0.03863494738
327	0.03847442111
328	0.0383643558
329	0.03826313466
330	0.03818769713
331	0.03807974157
332	0.03793268298
333	0.03791538056
334	0.037804
335	0.03776311844
336	0.03774907032
337	0.03766848566
338	0.03751629469
339	0.03741667442
340	0.03724698305
341	0.03714400878
342	0.03702107527
343	0.03688310848
344	0.0367247097
345	0.03658417434
346	0.03652890432
347	0.03639955198
348	0.03623974433
349	0.03609578064
350	0.03596136804
351	0.03588447809
352	0.03572427907
353	0.03569025023
354	0.03559506354
355	0.03549959361
356	0.03541801565
357	0.03527394638
358	0.03514914371
359	0.03503718951
360	0.03491333079
361	0.03482037322
362	0.03472098072
363	0.03456346083
364	0.03450776878
365	0.03444708093
366	0.03437206071
367	0.03422805022
368	0.03411758254
369	0.03400625418
370	0.03392081498
371	0.03385185265
372	0.03380520054
373	0.03362956281
374	0.03345134739
375	0.03335511822
376	0.03331199317
377	0.03318945999
378	0.03307769457
379	0.0329633832
380	0.03287028633
381	0.03275847065
382	0.03258343882
383	0.03251316414
384	0.032425649
385	0.03225167384
386	0.03216090426
387	0.03203117296
388	0.03190864109
389	0.03179174746
390	0.03172080552
391	0.03158263282
392	0.03142675712
393	0.03135531596
394	0.03124443557
395	0.03112479287
396	0.03102770215
397	0.03097059988
398	0.0308293852
399	0.03076336354
400	0.03066768907
401	0.03060802242
402	0.03051796003
403	0.03043711777
404	0.03036582373
405	0.03036068159
406	0.03026437041
407	0.03014655025
408	0.03003353331
409	0.02992058307
410	0.02983642024
411	0.02969706313
412	0.0296395723
413	0.02955451851
414	0.02943207972
415	0.02941963568
416	0.02936920577
417	0.02926253675
418	0.0291823171
419	0.02910535502
420	0.02898945363
421	0.02893030584
422	0.02879995238
423	0.02873157846
424	0.02863057334
425	0.02852687194
426	0.02843519848
427	0.02835904149
428	0.02826708081
429	0.02816331746
430	0.02807390656
431	0.02797987586
432	0.02789082683
433	0.02780837428
434	0.02773272158
435	0.02762444871
436	0.02750836847
437	0.02741851713
438	0.02730462008
439	0.02723638763
440	0.02717438793
441	0.02713410836
442	0.02712440301
443	0.0270449842
444	0.02692350551
445	0.02687625887
446	0.02676977949
447	0.02671935013
448	0.02666873367
449	0.02658310146
450	0.026513297
451	0.02645329487
452	0.02636983643
453	0.02627896552
454	0.02617241798
455	0.02604397753
456	0.02594414533
457	0.02587970665
458	0.02579818753
459	0.02570213457
460	0.02564465816
461	0.02558945987
462	0.02550127075
463	0.02539752585
464	0.0253534476
465	0.0252260592
466	0.02518883332
467	0.02516429807
468	0.02507797152
469	0.02501397516
470	0.02495885337
471	0.02488094237
472	0.02487142749
473	0.02481469416
474	0.02471793832
475	0.02466735341
476	0.02463225494
477	0.02455700414
478	0.02445565208
479	0.02439916614
480	0.02433007333
481	0.02423285699
482	0.02420649925
483	0.02412528186
484	0.02403214184
485	0.02396433712
486	0.02389953264
487	0.02382248724
488	0.02373630795
489	0.02360818497
490	0.02353143583
491	0.02340184734
492	0.02332886604
493	0.0232468961
494	0.02316483212
495	0.02303368089
496	0.02295682731
497	0.02283858778
498	0.02278635533
499	0.0227161481
